StudentID,name,gender,phone,Age,Classroom_id,Parent_id,ExtraCurricularActivityId,ExtraCurricularActivity,WAECID,MockId,WAEC_Maths,WAEC_English,WAEC_Civic,WAEC_Electronics,WAEC_Economics,WAEC_Biology,WAEC_Physics,WAEC_Chemistry,WAEC_Geography,WAEC_Accounting,WAEC_Commerce,WAEC_Government,WAEC_Book Keeping,Jamb,Maths,English,Civic,Electronics,Economics,Biology,Physics,Chemistry,Geography,Accounting,Commerce,Government,Book Keeping,SupportingParent,HighestParentEducation,Family_Size
143,Johanne,1,2349080000000.0,15.8,2,243,1,1,143,242,65,73,68,57,58,78,85,53,56,0,0,0,0,176.0,68,67,59,57,62,67,68,58,62,0,0,0,0,1,3,5
144,Ivan,1,2342240000000.0,14.6,2,244,1,1,144,243,58,57,61,64,55,68,62,51,61,0,0,0,0,222.0,59,55,61,62,58,59,62,56,59,0,0,0,0,2,2,4
145,Morris,1,2345700000000.0,15.0,2,245,1,1,145,244,79,56,71,62,72,67,84,46,83,0,0,0,0,247.0,69,56,73,61,63,69,93,64,66,0,0,0,0,0,3,6
146,Yaeko,0,2345750000000.0,15.3,1,246,1,1,146,245,54,50,58,50,61,0,0,0,0,54,50,67,64,248.0,55,51,56,59,61,0,0,0,0,58,51,61,63,2,1,5
147,Kris,1,2347730000000.0,15.3,2,247,2,2,147,246,65,55,51,66,72,94,63,65,71,0,0,0,0,221.0,67,52,55,69,69,65,55,65,72,0,0,0,0,2,2,3
148,Allena,0,2349090000000.0,16.5,2,248,2,2,148,247,59,64,54,65,59,74,60,67,73,0,0,0,0,227.0,59,61,56,56,53,72,61,74,69,0,0,0,0,0,1,4
149,Ellis,0,2344200000000.0,15.8,1,249,3,0,149,248,86,90,70,60,74,0,0,0,0,96,72,77,63,200.0,76,80,73,61,63,0,0,0,0,93,65,66,71,0,2,5
150,Karena,0,2343470000000.0,15.0,1,250,1,1,150,249,60,70,54,69,51,0,0,0,0,63,65,52,57,234.0,62,65,58,72,52,0,0,0,0,72,61,51,56,0,3,5
151,Renay,1,2349860000000.0,15.0,2,251,2,2,151,250,64,60,60,65,64,67,77,54,57,0,0,0,0,205.0,71,71,63,65,64,69,65,66,57,0,0,0,0,1,3,6
152,Maynard,0,2349370000000.0,15.4,1,252,2,2,152,251,55,59,58,63,72,0,0,0,0,63,64,56,71,198.0,61,57,49,55,64,0,0,0,0,56,55,55,63,2,0,4
153,Jayna,1,2342570000000.0,16.5,1,253,2,2,153,252,61,61,76,62,62,0,0,0,0,94,62,55,93,190.0,62,61,90,62,61,0,0,0,0,67,61,61,95,0,3,5
154,Janene,0,2349110000000.0,16.5,2,254,3,0,154,253,80,87,61,72,63,84,67,64,91,0,0,0,0,207.0,68,83,61,73,60,88,63,62,80,0,0,0,0,0,1,4
155,Cletus,0,2348290000000.0,16.6,2,255,1,1,155,254,57,55,59,48,73,60,59,59,54,0,0,0,0,204.0,59,60,55,54,65,61,59,58,51,0,0,0,0,2,3,6
156,Jonathon,1,2346160000000.0,16.0,1,256,1,1,156,255,58,74,77,56,61,0,0,0,0,60,55,51,71,172.0,51,61,65,55,51,0,0,0,0,51,59,50,66,2,0,5
157,Dylan,1,2343410000000.0,15.1,2,257,2,2,157,256,77,55,51,71,57,53,65,68,60,0,0,0,0,176.0,69,59,59,67,55,52,57,67,54,0,0,0,0,2,2,6
158,Leif,0,2349850000000.0,15.4,2,258,2,2,158,257,60,59,63,55,51,55,53,64,69,0,0,0,0,179.0,55,52,61,59,55,51,52,58,66,0,0,0,0,0,2,6
159,Jovan,1,2349180000000.0,15.1,2,259,2,2,159,258,60,72,88,62,71,70,61,43,64,0,0,0,0,188.0,62,62,67,60,74,73,62,63,73,0,0,0,0,0,3,4
160,Asa,1,2343080000000.0,15.9,1,260,1,1,160,259,72,84,67,59,64,0,0,0,0,65,64,58,72,208.0,73,70,61,55,71,0,0,0,0,65,52,64,73,0,2,4
161,Emmett,1,2349580000000.0,15.9,2,261,1,1,161,260,96,73,69,62,67,70,60,54,61,0,0,0,0,198.0,66,64,73,60,55,64,62,50,59,0,0,0,0,0,2,4
162,Luis,1,2348710000000.0,15.7,1,262,2,2,162,261,69,63,79,94,54,0,0,0,0,74,55,65,56,201.0,69,63,74,70,56,0,0,0,0,73,64,62,55,0,0,4
163,Dane,1,2347760000000.0,15.5,1,263,1,1,163,262,64,62,60,55,69,0,0,0,0,98,72,57,68,208.0,64,60,64,63,62,0,0,0,0,65,68,62,73,1,3,5
164,Silas,1,2344250000000.0,17.0,1,264,1,1,164,263,61,64,74,92,65,0,0,0,0,66,62,74,84,210.0,73,72,85,68,73,0,0,0,0,69,72,61,87,0,1,3
165,Eliseo,0,2342090000000.0,16.4,1,265,3,0,165,264,56,65,65,74,65,0,0,0,0,73,69,70,79,179.0,57,61,71,73,60,0,0,0,0,73,70,73,67,2,0,6
166,Thomasena,1,2347190000000.0,16.9,1,266,2,2,166,265,71,64,74,71,72,0,0,0,0,66,67,82,64,188.0,71,60,73,74,68,0,0,0,0,73,55,84,64,0,3,6
167,Elroy,0,2345100000000.0,15.5,1,267,2,2,167,266,54,66,56,47,66,0,0,0,0,59,66,58,67,207.0,45,58,57,52,65,0,0,0,0,58,66,61,61,0,2,6
168,Kimbery,0,2347700000000.0,16.9,1,268,1,1,168,267,64,52,52,64,66,0,0,0,0,61,61,63,89,173.0,62,55,50,52,69,0,0,0,0,58,64,62,69,0,2,5
169,Bee,1,2349470000000.0,16.9,2,269,2,2,169,268,60,71,70,63,66,63,74,54,64,0,0,0,0,208.0,56,64,66,60,65,63,91,65,62,0,0,0,0,0,1,4
170,Desmond,0,2346690000000.0,16.4,1,270,2,2,170,269,61,67,62,69,66,0,0,0,0,74,66,57,65,171.0,63,66,53,55,67,0,0,0,0,62,62,59,64,1,3,6
171,Waylon,1,2344700000000.0,15.3,2,271,2,2,171,270,63,59,58,53,71,70,61,66,68,0,0,0,0,235.0,57,56,56,56,60,70,60,57,57,0,0,0,0,1,1,5
172,Quinn,0,2347270000000.0,16.6,2,272,2,2,172,271,62,63,48,56,58,68,55,45,54,0,0,0,0,236.0,50,59,47,62,55,55,51,51,59,0,0,0,0,2,2,6
173,Kirk,1,2346370000000.0,15.8,1,273,2,2,173,272,56,62,65,56,74,0,0,0,0,68,50,72,95,191.0,63,55,68,56,74,0,0,0,0,68,59,70,71,2,1,5
174,Ambrose,0,2347750000000.0,15.7,1,274,1,1,174,273,67,57,51,64,64,0,0,0,0,63,51,62,47,208.0,55,59,53,62,60,0,0,0,0,52,52,53,46,2,2,5
175,Stanford,0,2347380000000.0,15.2,1,275,1,1,175,274,63,58,52,63,63,0,0,0,0,96,91,92,65,222.0,54,50,56,63,61,0,0,0,0,74,66,67,62,0,1,5
176,Terica,0,2343100000000.0,15.7,1,276,2,2,176,275,63,63,72,52,61,0,0,0,0,51,57,66,84,210.0,72,55,62,54,64,0,0,0,0,54,54,59,68,0,3,6
177,Jeanene,1,2346100000000.0,15.6,1,277,1,1,177,276,72,54,69,71,60,0,0,0,0,55,61,90,66,190.0,62,56,69,70,63,0,0,0,0,63,61,69,66,1,3,5
178,Dirk,1,2343370000000.0,16.9,1,278,2,2,178,277,61,72,60,61,83,0,0,0,0,77,89,62,62,172.0,73,71,73,64,68,0,0,0,0,69,65,64,62,0,1,4
179,Daryl,1,2343190000000.0,15.7,1,279,1,1,179,278,69,67,74,74,73,0,0,0,0,68,84,70,64,230.0,73,62,72,73,73,0,0,0,0,63,82,71,55,0,3,4
180,Florentino,0,2344300000000.0,15.6,2,280,1,1,180,279,63,55,65,98,57,97,59,58,74,0,0,0,0,218.0,63,51,68,68,53,66,57,60,61,0,0,0,0,2,3,3
181,Carey,0,2343100000000.0,15.6,2,281,1,1,181,280,71,64,73,64,57,50,72,51,48,0,0,0,0,222.0,71,59,73,61,60,53,70,57,50,0,0,0,0,0,3,4
182,Robin,1,2343620000000.0,15.9,2,282,2,2,182,281,60,69,51,57,62,64,58,12,73,0,0,0,0,237.0,58,67,57,55,64,55,57,60,70,0,0,0,0,0,2,4
183,Dewitt,1,2348480000000.0,15.7,2,283,2,2,183,282,52,91,56,64,53,47,86,66,59,0,0,0,0,175.0,54,67,56,51,54,52,68,62,54,0,0,0,0,2,0,5
184,Ned,1,2346470000000.0,15.0,1,284,1,1,184,283,76,53,79,61,72,0,0,0,0,72,69,69,54,246.0,83,57,96,61,73,0,0,0,0,71,67,67,57,0,3,5
185,Luis,0,2347160000000.0,16.2,2,285,1,1,185,284,74,64,70,47,58,58,97,55,83,0,0,0,0,203.0,64,57,68,53,55,56,67,55,65,0,0,0,0,0,2,4
